held_out_family,truth,prediction,correct,abstain,observability
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,provider,0,0,0.883922082714825
ignored_warning,operator,provider,0,0,0.883922082714825
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,provider,0,0,0.883922082714825
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,provider,0,0,0.883922082714825
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,provider,0,0,0.8218770963662916
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,provider,0,0,0.7877907694145836
ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.0
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999978415294829
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,NOT_IDENTIFIABLE,0,1,0.0
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,NOT_IDENTIFIABLE,0,1,0.0
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,NOT_IDENTIFIABLE,0,1,0.0
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,NOT_IDENTIFIABLE,0,1,0.0
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,NOT_IDENTIFIABLE,0,1,0.0
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,NOT_IDENTIFIABLE,0,1,0.0
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,NOT_IDENTIFIABLE,0,1,0.0
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,NOT_IDENTIFIABLE,0,1,0.0
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,NOT_IDENTIFIABLE,0,1,0.0
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,NOT_IDENTIFIABLE,0,1,0.0
human_override,operator,NOT_IDENTIFIABLE,0,1,0.0
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,NOT_IDENTIFIABLE,0,1,0.0
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,operator,1,0,0.9999975549150841
human_override,operator,NOT_IDENTIFIABLE,0,1,0.0
multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.0
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.0
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.0
multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.0
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.0
multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.0
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.0
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.0
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.0
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.0
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.0
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,agent_A,0,0,0.9999999999117193
multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.0
multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.0
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.0
log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.0
log_suppression,operator,operator,1,0,0.9999750978408323
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.0
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999750978408323
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999750978408323
log_suppression,operator,operator,1,0,0.9999874457360314
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.0
log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.0
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.0
log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.0
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999750978408323
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999874457360314
log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.0
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.0
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,operator,1,0,0.9999874457360314
log_suppression,operator,operator,1,0,0.9999898876528733
log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.0
log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.0
