removed,family,truth,prediction,correct,abstain,observability,effective_observability
delegation,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
delegation,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
delegation,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
delegation,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
delegation,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
delegation,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999996218133586,0.0
delegation,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999033623,0.0
delegation,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
delegation,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
delegation,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
delegation,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
delegation,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
delegation,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999996218133586,0.0
delegation,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999033623,0.0
delegation,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
delegation,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
delegation,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
delegation,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
delegation,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
delegation,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999996218133586,0.0
delegation,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999033623,0.0
delegation,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
delegation,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
delegation,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
delegation,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
delegation,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
delegation,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999996218133586,0.0
delegation,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999033623,0.0
delegation,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
delegation,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
delegation,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
delegation,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
delegation,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
delegation,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
delegation,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999996218133586,0.0
delegation,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
permission,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999920956017917,0.0
permission,credential_misuse,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
permission,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
permission,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
permission,cloud_defect,cloud,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
permission,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
permission,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999970919847696,0.0
permission,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999920956017917,0.0
permission,credential_misuse,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
permission,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
permission,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
permission,cloud_defect,cloud,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
permission,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
permission,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999970919847696,0.0
permission,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999920956017917,0.0
permission,credential_misuse,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
permission,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
permission,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
permission,cloud_defect,cloud,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
permission,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
permission,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999970919847696,0.0
permission,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999920956017917,0.0
permission,credential_misuse,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
permission,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
permission,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
permission,cloud_defect,cloud,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
permission,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
permission,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999970919847696,0.0
permission,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999920956017917,0.0
permission,credential_misuse,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
permission,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
permission,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
permission,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
permission,cloud_defect,cloud,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
permission,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
permission,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999970919847696,0.0
permission,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
warning,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
warning,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
warning,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
warning,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
warning,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999998657417,0.0
warning,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
warning,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
warning,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
warning,multi_agent_chain,operator,operator,1,0,0.9999719709864485,0.9999719709864485
warning,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
warning,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
warning,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
warning,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
warning,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
warning,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999998657417,0.0
warning,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
warning,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
warning,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
warning,multi_agent_chain,operator,operator,1,0,0.9999719709864485,0.9999719709864485
warning,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
warning,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
warning,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
warning,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
warning,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
warning,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999998657417,0.0
warning,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
warning,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
warning,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
warning,multi_agent_chain,operator,operator,1,0,0.9999719709864485,0.9999719709864485
warning,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
warning,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
warning,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
warning,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
warning,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
warning,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999998657417,0.0
warning,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
warning,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
warning,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
warning,multi_agent_chain,operator,operator,1,0,0.9999719709864485,0.9999719709864485
warning,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
warning,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
warning,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
warning,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
warning,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
warning,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999998657417,0.0
warning,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
warning,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
warning,human_override,operator,operator,1,0,0.9999999999117193,0.9999999999117193
warning,multi_agent_chain,operator,operator,1,0,0.9999719709864485,0.9999719709864485
warning,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
intervention,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
intervention,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
intervention,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
intervention,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
intervention,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
intervention,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
intervention,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
intervention,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999894499356,0.0
intervention,multi_agent_chain,operator,operator,1,0,0.9999719709864485,0.9999719709864485
intervention,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999439978164,0.0
intervention,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
intervention,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
intervention,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
intervention,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
intervention,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
intervention,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
intervention,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
intervention,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999894499356,0.0
intervention,multi_agent_chain,operator,operator,1,0,0.9999719709864485,0.9999719709864485
intervention,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999439978164,0.0
intervention,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
intervention,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
intervention,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
intervention,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
intervention,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
intervention,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
intervention,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
intervention,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999894499356,0.0
intervention,multi_agent_chain,operator,operator,1,0,0.9999719709864485,0.9999719709864485
intervention,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999439978164,0.0
intervention,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
intervention,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
intervention,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
intervention,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
intervention,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
intervention,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
intervention,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
intervention,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999894499356,0.0
intervention,multi_agent_chain,operator,operator,1,0,0.9999719709864485,0.9999719709864485
intervention,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999439978164,0.0
intervention,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
intervention,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
intervention,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
intervention,prompt_manipulation,external_user,external_user,1,0,0.9999999999117194,0.9999999999117194
intervention,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
intervention,policy_defect,developer,developer,1,0,0.9999999999117192,0.9999999999117192
intervention,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
intervention,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999894499356,0.0
intervention,multi_agent_chain,operator,operator,1,0,0.9999719709864485,0.9999719709864485
intervention,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999439978164,0.0
policy,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
policy,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
policy,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
policy,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
policy,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
policy,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999997545044,0.0
policy,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
policy,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
policy,multi_agent_chain,operator,operator,1,0,0.9999717505169677,0.9999717505169677
policy,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
policy,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
policy,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
policy,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
policy,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
policy,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
policy,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999997545044,0.0
policy,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
policy,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
policy,multi_agent_chain,operator,operator,1,0,0.9999717505169677,0.9999717505169677
policy,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
policy,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
policy,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
policy,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
policy,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
policy,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
policy,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999997545044,0.0
policy,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
policy,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
policy,multi_agent_chain,operator,operator,1,0,0.9999717505169677,0.9999717505169677
policy,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
policy,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
policy,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
policy,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
policy,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
policy,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
policy,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999997545044,0.0
policy,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
policy,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
policy,multi_agent_chain,operator,operator,1,0,0.9999717505169677,0.9999717505169677
policy,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
policy,unauthorized_delegation,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
policy,credential_misuse,agent_A,agent_A,1,0,0.9999999999117193,0.9999999999117193
policy,ignored_warning,operator,operator,1,0,0.9999999999117193,0.9999999999117193
policy,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
policy,model_defect,provider,provider,1,0,0.9999999999117192,0.9999999999117192
policy,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999997545044,0.0
policy,cloud_defect,cloud,cloud,1,0,0.9999999999117194,0.9999999999117194
policy,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
policy,multi_agent_chain,operator,operator,1,0,0.9999717505169677,0.9999717505169677
policy,log_suppression,operator,operator,1,0,0.9999999999117193,0.9999999999117193
identity,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,credential_misuse,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999984746141,0.0
identity,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
identity,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
identity,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
identity,cloud_defect,cloud,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
identity,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999865786007133,0.0
identity,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,credential_misuse,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999984746141,0.0
identity,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
identity,model_defect,provider,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
identity,policy_defect,developer,NOT_IDENTIFIABLE,0,1,0.9999999999117192,0.0
identity,cloud_defect,cloud,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
identity,human_override,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,multi_agent_chain,operator,NOT_IDENTIFIABLE,0,1,0.9999865786007133,0.0
identity,log_suppression,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,unauthorized_delegation,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,credential_misuse,agent_A,NOT_IDENTIFIABLE,0,1,0.9999999984746141,0.0
identity,ignored_warning,operator,NOT_IDENTIFIABLE,0,1,0.9999999999117193,0.0
identity,prompt_manipulation,external_user,NOT_IDENTIFIABLE,0,1,0.9999999999117194,0.0
